ID,PTO,FNS,DAMP,IC,ModEv,XIR,XIF,NfFF,MaxNfAs,MaxNfPdf,Q0,alphas,Qref,QED,alphaqed,Qedref,SxRes,SxOrd,HQ,mc,Qmc,kcThr,mb,Qmb,kbThr,mt,Qmt,ktThr,CKM,MZ,MW,GF,SIN2TW,TMC,MP,Comments,global_nx,EScaleVar
68,2,FONLL-C,1,0,TRN,1.0,1.0,5,5,5,1.0,0.118,91.2,1,0.00729735256981631,0.000510998946,0,LL,POLE,1.275,1.275,1.0,4.18,4.18,1.0,173.07,173.07,1.0,"0.97428 0.22530 0.003470 0.22520 0.97345 0.041000 0.00862 0.04030 0.999152",91.1876,80.398,1.1663787e-05,0.23126,1,0.938,"3.0 NNLO with QED",0,1
69,1,FONLL-B,0,0,TRN,1.0,1.0,5,5,5,1.65,0.118,91.2,0,0.007496252,1.777,0,LL,POLE,1.51,1.51,1.0,4.92,4.92,1.0,172.5,172.5,1.0,"0.97428 0.22530 0.003470 0.22520 0.97345 0.041000 0.00862 0.04030 0.999152",91.1876,80.398,1.1663787e-05,0.23126,1,0.938,"NNPDF3.1 NLO FC dIC=0",0,1
70,2,FONLL-C,0,0,TRN,1.0,1.0,5,5,5,1.65,0.118,91.2,0,0.007496252,1.777,0,LL,POLE,1.51,1.51,1.0,4.92,4.92,1.0,172.5,172.5,1.0,"0.97428 0.22530 0.003470 0.22520 0.97345 0.041000 0.00862 0.04030 0.999152",91.1876,80.398,1.1663787e-05,0.23126,1,0.938,"NNPDF3.1 NNLO FC dIC=0",0,1
71,0,ZM-VFNS,0,1,TRN,1.0,1.0,5,5,5,1.65,0.118,91.2,0,0.007496252,1.777,0,LL,POLE,1.51,1.51,1.0,4.92,4.92,1.0,172.5,172.5,1.0,"0.97428 0.22530 0.003470 0.22520 0.97345 0.041000 0.00862 0.04030 0.999152",91.1876,80.398,1.1663787e-05,0.23126,1,0.938,"NNPDF3.1 LO FC",0,1
72,0,ZM-VFNS,1,0,TRN,1.0,1.0,5,5,5,1.0,0.118,91.2,0,0.007496252,1.777,0,LL,POLE,1.51,1.51,1.0,4.92,4.92,1.0,172.5,172.5,1.0,"0.97428 0.22530 0.003470 0.22520 0.97345 0.041000 0.00862 0.04030 0.999152",91.1876,80.398,1.1663787e-05,0.23126,1,0.938,"NNPDF3.1 LO PC",0,1
73,1,FONLL-B,0,1,TRN,1.0,1.0,5,5,5,1.65,0.116,91.2,0,0.007496252,1.777,0,LL,POLE,1.51,1.51,1.0,4.92,4.92,1.0,172.5,172.5,1.0,"0.97428 0.22530 0.003470 0.22520 0.97345 0.041000 0.00862 0.04030 0.999152",91.1876,80.398,1.1663787e-05,0.23126,1,0.938,"NNPDF3.1 NLO FC alphaS 116",0,1
74,1,FONLL-B,0,1,TRN,1.0,1.0,5,5,5,1.65,0.117,91.2,0,0.007496252,1.777,0,LL,POLE,1.51,1.51,1.0,4.92,4.92,1.0,172.5,172.5,1.0,"0.97428 0.22530 0.003470 0.22520 0.97345 0.041000 0.00862 0.04030 0.999152",91.1876,80.398,1.1663787e-05,0.23126,1,0.938,"NNPDF3.1 NLO FC alphaS 117",0,1
75,1,FONLL-B,0,1,TRN,1.0,1.0,5,5,5,1.65,0.119,91.2,0,0.007496252,1.777,0,LL,POLE,1.51,1.51,1.0,4.92,4.92,1.0,172.5,172.5,1.0,"0.97428 0.22530 0.003470 0.22520 0.97345 0.041000 0.00862 0.04030 0.999152",91.1876,80.398,1.1663787e-05,0.23126,1,0.938,"NNPDF3.1 NLO FC alphaS 119",0,1
76,1,FONLL-B,0,1,TRN,1.0,1.0,5,5,5,1.65,0.12,91.2,0,0.007496252,1.777,0,LL,POLE,1.51,1.51,1.0,4.92,4.92,1.0,172.5,172.5,1.0,"0.97428 0.22530 0.003470 0.22520 0.97345 0.041000 0.00862 0.04030 0.999152",91.1876,80.398,1.1663787e-05,0.23126,1,0.938,"NNPDF3.1 NLO FC alphaS 120",0,1
77,1,FONLL-B,1,0,TRN,1.0,1.0,5,5,5,1.0,0.116,91.2,0,0.007496252,1.777,0,LL,POLE,1.51,1.51,1.0,4.92,4.92,1.0,172.5,172.5,1.0,"0.97428 0.22530 0.003470 0.22520 0.97345 0.041000 0.00862 0.04030 0.999152",91.1876,80.398,1.1663787e-05,0.23126,1,0.938,"NNPDF3.1 NLO PC alphaS 116",0,1
78,1,FONLL-B,1,0,TRN,1.0,1.0,5,5,5,1.0,0.117,91.2,0,0.007496252,1.777,0,LL,POLE,1.51,1.51,1.0,4.92,4.92,1.0,172.5,172.5,1.0,"0.97428 0.22530 0.003470 0.22520 0.97345 0.041000 0.00862 0.04030 0.999152",91.1876,80.398,1.1663787e-05,0.23126,1,0.938,"NNPDF3.1 NLO PC alphaS 117",0,1
79,1,FONLL-B,1,0,TRN,1.0,1.0,5,5,5,1.0,0.119,91.2,0,0.007496252,1.777,0,LL,POLE,1.51,1.51,1.0,4.92,4.92,1.0,172.5,172.5,1.0,"0.97428 0.22530 0.003470 0.22520 0.97345 0.041000 0.00862 0.04030 0.999152",91.1876,80.398,1.1663787e-05,0.23126,1,0.938,"NNPDF3.1 NLO PC alphaS 119",0,1
80,1,FONLL-B,1,0,TRN,1.0,1.0,5,5,5,1.0,0.12,91.2,0,0.007496252,1.777,0,LL,POLE,1.51,1.51,1.0,4.92,4.92,1.0,172.5,172.5,1.0,"0.97428 0.22530 0.003470 0.22520 0.97345 0.041000 0.00862 0.04030 0.999152",91.1876,80.398,1.1663787e-05,0.23126,1,0.938,"NNPDF3.1 NLO PC alphaS 120",0,1
81,2,FONLL-C,0,1,TRN,1.0,1.0,5,5,5,1.65,0.116,91.2,0,0.007496252,1.777,0,LL,POLE,1.51,1.51,1.0,4.92,4.92,1.0,172.5,172.5,1.0,"0.97428 0.22530 0.003470 0.22520 0.97345 0.041000 0.00862 0.04030 0.999152",91.1876,80.398,1.1663787e-05,0.23126,1,0.938,"NNPDF3.1 NNLO FC alphaS 116",0,1
82,2,FONLL-C,0,1,TRN,1.0,1.0,5,5,5,1.65,0.117,91.2,0,0.007496252,1.777,0,LL,POLE,1.51,1.51,1.0,4.92,4.92,1.0,172.5,172.5,1.0,"0.97428 0.22530 0.003470 0.22520 0.97345 0.041000 0.00862 0.04030 0.999152",91.1876,80.398,1.1663787e-05,0.23126,1,0.938,"NNPDF3.1 NNLO FC alphaS 117",0,1
83,2,FONLL-C,0,1,TRN,1.0,1.0,5,5,5,1.65,0.119,91.2,0,0.007496252,1.777,0,LL,POLE,1.51,1.51,1.0,4.92,4.92,1.0,172.5,172.5,1.0,"0.97428 0.22530 0.003470 0.22520 0.97345 0.041000 0.00862 0.04030 0.999152",91.1876,80.398,1.1663787e-05,0.23126,1,0.938,"NNPDF3.1 NNLO FC alphaS 119",0,1
84,2,FONLL-C,0,1,TRN,1.0,1.0,5,5,5,1.65,0.12,91.2,0,0.007496252,1.777,0,LL,POLE,1.51,1.51,1.0,4.92,4.92,1.0,172.5,172.5,1.0,"0.97428 0.22530 0.003470 0.22520 0.97345 0.041000 0.00862 0.04030 0.999152",91.1876,80.398,1.1663787e-05,0.23126,1,0.938,"NNPDF3.1 NNLO FC alphaS 120",0,1
85,2,FONLL-C,1,0,TRN,1.0,1.0,5,5,5,1.0,0.116,91.2,0,0.007496252,1.777,0,LL,POLE,1.51,1.51,1.0,4.92,4.92,1.0,172.5,172.5,1.0,"0.97428 0.22530 0.003470 0.22520 0.97345 0.041000 0.00862 0.04030 0.999152",91.1876,80.398,1.1663787e-05,0.23126,1,0.938,"NNPDF3.1 NNLO PC alphaS 116",0,1
86,2,FONLL-C,1,0,TRN,1.0,1.0,5,5,5,1.0,0.117,91.2,0,0.007496252,1.777,0,LL,POLE,1.51,1.51,1.0,4.92,4.92,1.0,172.5,172.5,1.0,"0.97428 0.22530 0.003470 0.22520 0.97345 0.041000 0.00862 0.04030 0.999152",91.1876,80.398,1.1663787e-05,0.23126,1,0.938,"NNPDF3.1 NNLO PC alphaS 117",0,1
87,2,FONLL-C,1,0,TRN,1.0,1.0,5,5,5,1.0,0.119,91.2,0,0.007496252,1.777,0,LL,POLE,1.51,1.51,1.0,4.92,4.92,1.0,172.5,172.5,1.0,"0.97428 0.22530 0.003470 0.22520 0.97345 0.041000 0.00862 0.04030 0.999152",91.1876,80.398,1.1663787e-05,0.23126,1,0.938,"NNPDF3.1 NNLO PC alphaS 119",0,1
88,2,FONLL-C,1,0,TRN,1.0,1.0,5,5,5,1.0,0.12,91.2,0,0.007496252,1.777,0,LL,POLE,1.51,1.51,1.0,4.92,4.92,1.0,172.5,172.5,1.0,"0.97428 0.22530 0.003470 0.22520 0.97345 0.041000 0.00862 0.04030 0.999152",91.1876,80.398,1.1663787e-05,0.23126,1,0.938,"NNPDF3.1 NNLO PC alphaS 120",0,1
89,1,FONLL-B,1,0,EXA,1.0,1.0,5,5,5,1.86,0.118,91.2,0,0.007496252,1.777,0,LL,POLE,1.51,1.51,1.238,4.92,4.92,1.0,172.5,172.5,1.0,"0.97428 0.22530 0.003470 0.22520 0.97345 0.041000 0.00862 0.04030 0.999152",91.1876,80.398,1.1663787e-05,0.23126,1,0.938,"NLO baseline for small-x, PC, damp ON",0,1
90,1,FONLL-B,1,0,EXA,1.0,1.0,5,5,5,1.86,0.118,91.2,0,0.007496252,1.777,1,NLL,POLE,1.51,1.51,1.238,4.92,4.92,1.0,172.5,172.5,1.0,"0.97428 0.22530 0.003470 0.22520 0.97345 0.041000 0.00862 0.04030 0.999152",91.1876,80.398,1.1663787e-05,0.23126,1,0.938,"NLO+NLL small-x, PC, damp ON",0,1
91,2,FONLL-C,1,0,EXA,1.0,1.0,5,5,5,1.86,0.118,91.2,0,0.007496252,1.777,0,LL,POLE,1.51,1.51,1.238,4.92,4.92,1.0,172.5,172.5,1.0,"0.97428 0.22530 0.003470 0.22520 0.97345 0.041000 0.00862 0.04030 0.999152",91.1876,80.398,1.1663787e-05,0.23126,1,0.938,"NNLO baseline for small-x, PC, damp ON",0,1
92,2,FONLL-C,1,0,EXA,1.0,1.0,5,5,5,1.86,0.118,91.2,0,0.007496252,1.777,1,NLL,POLE,1.51,1.51,1.238,4.92,4.92,1.0,172.5,172.5,1.0,"0.97428 0.22530 0.003470 0.22520 0.97345 0.041000 0.00862 0.04030 0.999152",91.1876,80.398,1.1663787e-05,0.23126,1,0.938,"NNLO+NLL small-x, PC, damp ON	",0,1
93,0,ZM-VFNS,0,1,TRN,1.0,1.0,5,5,5,1.65,0.13,91.2,0,0.007496252,1.777,0,LL,POLE,1.51,1.51,1.0,4.92,4.92,1.0,172.5,172.5,1.0,"0.97428 0.22530 0.003470 0.22520 0.97345 0.041000 0.00862 0.04030 0.999152",91.1876,80.398,1.1663787e-05,0.23126,1,0.938,"NNPDF3.1 LO FC alphas 0.130",0,1
94,0,ZM-VFNS,1,0,TRN,1.0,1.0,5,5,5,1.0,0.13,91.2,0,0.007496252,1.777,0,LL,POLE,1.51,1.51,1.0,4.92,4.92,1.0,172.5,172.5,1.0,"0.97428 0.22530 0.003470 0.22520 0.97345 0.041000 0.00862 0.04030 0.999152",91.1876,80.398,1.1663787e-05,0.23126,1,0.938,"NNPDF3.1 LO PC alphas 0.130",0,1
95,1,FONLL-B,1,0,EXA,1.0,1.0,5,5,5,1.86,0.118,91.2,0,0.007496252,1.777,0,LL,POLE,1.51,1.51,1.0,4.92,4.92,1.0,172.5,172.5,1.0,"0.97428 0.22530 0.003470 0.22520 0.97345 0.041000 0.00862 0.04030 0.999152",91.1876,80.398,1.1663787e-05,0.23126,1,0.938,"NLO baseline for small-x, FC, damp ON",0,1
96,1,FONLL-B,1,0,EXA,1.0,1.0,5,5,5,1.86,0.118,91.2,0,0.007496252,1.777,1,NLL,POLE,1.51,1.51,1.0,4.92,4.92,1.0,172.5,172.5,1.0,"0.97428 0.22530 0.003470 0.22520 0.97345 0.041000 0.00862 0.04030 0.999152",91.1876,80.398,1.1663787e-05,0.23126,1,0.938,"NLO+NLL small-x, FC, damp ON",0,1
97,2,FONLL-C,1,0,EXA,1.0,1.0,5,5,5,1.86,0.118,91.2,0,0.007496252,1.777,0,LL,POLE,1.51,1.51,1.0,4.92,4.92,1.0,172.5,172.5,1.0,"0.97428 0.22530 0.003470 0.22520 0.97345 0.041000 0.00862 0.04030 0.999152",91.1876,80.398,1.1663787e-05,0.23126,1,0.938,"NNLO baseline for small-x, FC, damp ON",0,1
98,2,FONLL-C,1,0,EXA,1.0,1.0,5,5,5,1.86,0.118,91.2,0,0.007496252,1.777,1,NLL,POLE,1.51,1.51,1.0,4.92,4.92,1.0,172.5,172.5,1.0,"0.97428 0.22530 0.003470 0.22520 0.97345 0.041000 0.00862 0.04030 0.999152",91.1876,80.398,1.1663787e-05,0.23126,1,0.938,"NNLO+NLL small-x, FC, damp ON",0,1
99,2,FONLL-C,0,1,TRN,1.0,1.0,5,5,5,1.65,0.118,91.2,0,0.007496252,1.777,0,LL,POLE,1.38,1.38,1.0,4.92,4.92,1.0,172.5,172.5,1.0,"0.97428 0.22530 0.003470 0.22520 0.97345 0.041000 0.00862 0.04030 0.999152",91.1876,80.398,1.1663787e-05,0.23126,1,0.938,"NNPDF3.1 NNLO FC mc=1.38",0,1
100,2,FONLL-C,0,1,TRN,1.0,1.0,5,5,5,1.65,0.118,91.2,0,0.007496252,1.777,0,LL,POLE,1.64,1.64,1.0,4.92,4.92,1.0,172.5,172.5,1.0,"0.97428 0.22530 0.003470 0.22520 0.97345 0.041000 0.00862 0.04030 0.999152",91.1876,80.398,1.1663787e-05,0.23126,1,0.938,"NNPDF3.1 NNLO FC mc=1.64",0,1
101,2,FONLL-C,1,0,TRN,1.0,1.0,5,5,5,1.0,0.118,91.2,0,0.007496252,1.777,0,LL,POLE,1.38,1.38,1.0,4.92,4.92,1.0,172.5,172.5,1.0,"0.97428 0.22530 0.003470 0.22520 0.97345 0.041000 0.00862 0.04030 0.999152",91.1876,80.398,1.1663787e-05,0.23126,1,0.938,"NNPDF3.1 NNLO PC mc=1.38",0,1
102,2,FONLL-C,1,0,TRN,1.0,1.0,5,5,5,1.0,0.118,91.2,0,0.007496252,1.777,0,LL,POLE,1.64,1.64,1.0,4.92,4.92,1.0,172.5,172.5,1.0,"0.97428 0.22530 0.003470 0.22520 0.97345 0.041000 0.00862 0.04030 0.999152",91.1876,80.398,1.1663787e-05,0.23126,1,0.938,"NNPDF3.1 NNLO PC mc=1.64",0,1
103,1,FONLL-B,0,1,TRN,1.0,1.0,5,5,5,1.65,0.112,91.2,0,0.007496252,1.777,0,LL,POLE,1.51,1.51,1.0,4.92,4.92,1.0,172.5,172.5,1.0,"0.97428 0.22530 0.003470 0.22520 0.97345 0.041000 0.00862 0.04030 0.999152",91.1876,80.398,1.1663787e-05,0.23126,1,0.938,"NNPDF3.1 NLO FC alphaS 112",0,1
104,1,FONLL-B,0,1,TRN,1.0,1.0,5,5,5,1.65,0.114,91.2,0,0.007496252,1.777,0,LL,POLE,1.51,1.51,1.0,4.92,4.92,1.0,172.5,172.5,1.0,"0.97428 0.22530 0.003470 0.22520 0.97345 0.041000 0.00862 0.04030 0.999152",91.1876,80.398,1.1663787e-05,0.23126,1,0.938,"NNPDF3.1 NLO FC alphaS 114",0,1
105,1,FONLL-B,0,1,TRN,1.0,1.0,5,5,5,1.65,0.122,91.2,0,0.007496252,1.777,0,LL,POLE,1.51,1.51,1.0,4.92,4.92,1.0,172.5,172.5,1.0,"0.97428 0.22530 0.003470 0.22520 0.97345 0.041000 0.00862 0.04030 0.999152",91.1876,80.398,1.1663787e-05,0.23126,1,0.938,"NNPDF3.1 NLO FC alphaS 122",0,1
106,1,FONLL-B,0,1,TRN,1.0,1.0,5,5,5,1.65,0.124,91.2,0,0.007496252,1.777,0,LL,POLE,1.51,1.51,1.0,4.92,4.92,1.0,172.5,172.5,1.0,"0.97428 0.22530 0.003470 0.22520 0.97345 0.041000 0.00862 0.04030 0.999152",91.1876,80.398,1.1663787e-05,0.23126,1,0.938,"NNPDF3.1 NLO FC alphaS 124",0,1
107,2,FONLL-C,0,1,TRN,1.0,1.0,5,5,5,1.65,0.112,91.2,0,0.007496252,1.777,0,LL,POLE,1.51,1.51,1.0,4.92,4.92,1.0,172.5,172.5,1.0,"0.97428 0.22530 0.003470 0.22520 0.97345 0.041000 0.00862 0.04030 0.999152",91.1876,80.398,1.1663787e-05,0.23126,1,0.938,"NNPDF3.1 NNLO FC alphaS 112",0,1
108,2,FONLL-C,0,1,TRN,1.0,1.0,5,5,5,1.65,0.114,91.2,0,0.007496252,1.777,0,LL,POLE,1.51,1.51,1.0,4.92,4.92,1.0,172.5,172.5,1.0,"0.97428 0.22530 0.003470 0.22520 0.97345 0.041000 0.00862 0.04030 0.999152",91.1876,80.398,1.1663787e-05,0.23126,1,0.938,"NNPDF3.1 NNLO FC alphaS 114",0,1
109,2,FONLL-C,0,1,TRN,1.0,1.0,5,5,5,1.65,0.122,91.2,0,0.007496252,1.777,0,LL,POLE,1.51,1.51,1.0,4.92,4.92,1.0,172.5,172.5,1.0,"0.97428 0.22530 0.003470 0.22520 0.97345 0.041000 0.00862 0.04030 0.999152",91.1876,80.398,1.1663787e-05,0.23126,1,0.938,"NNPDF3.1 NNLO FC alphaS 122",0,1
110,2,FONLL-C,0,1,TRN,1.0,1.0,5,5,5,1.65,0.124,91.2,0,0.007496252,1.777,0,LL,POLE,1.51,1.51,1.0,4.92,4.92,1.0,172.5,172.5,1.0,"0.97428 0.22530 0.003470 0.22520 0.97345 0.041000 0.00862 0.04030 0.999152",91.1876,80.398,1.1663787e-05,0.23126,1,0.938,"NNPDF3.1 NNLO FC alphaS 124",0,1
111,2,FONLL-C,0,1,TRN,1.0,1.0,5,5,5,1.65,0.113,91.2,0,0.007496252,1.777,0,LL,POLE,1.51,1.51,1.0,4.92,4.92,1.0,172.5,172.5,1.0,"0.97428 0.22530 0.003470 0.22520 0.97345 0.041000 0.00862 0.04030 0.999152",91.1876,80.398,1.1663787e-05,0.23126,1,0.938,"NNPDF3.1 NNLO FC alphaS 113",0,1
112,2,FONLL-C,0,1,TRN,1.0,1.0,5,5,5,1.65,0.115,91.2,0,0.007496252,1.777,0,LL,POLE,1.51,1.51,1.0,4.92,4.92,1.0,172.5,172.5,1.0,"0.97428 0.22530 0.003470 0.22520 0.97345 0.041000 0.00862 0.04030 0.999152",91.1876,80.398,1.1663787e-05,0.23126,1,0.938,"NNPDF3.1 NNLO FC alphaS 115",0,1
113,2,FONLL-C,0,1,TRN,1.0,1.0,5,5,5,1.65,0.121,91.2,0,0.007496252,1.777,0,LL,POLE,1.51,1.51,1.0,4.92,4.92,1.0,172.5,172.5,1.0,"0.97428 0.22530 0.003470 0.22520 0.97345 0.041000 0.00862 0.04030 0.999152",91.1876,80.398,1.1663787e-05,0.23126,1,0.938,"NNPDF3.1 NNLO FC alphaS 121",0,1
114,2,FONLL-C,0,1,TRN,1.0,1.0,5,5,5,1.65,0.123,91.2,0,0.007496252,1.777,0,LL,POLE,1.51,1.51,1.0,4.92,4.92,1.0,172.5,172.5,1.0,"0.97428 0.22530 0.003470 0.22520 0.97345 0.041000 0.00862 0.04030 0.999152",91.1876,80.398,1.1663787e-05,0.23126,1,0.938,"NNPDF3.1 NNLO FC alphaS 123",0,1
115,2,FONLL-C,0,1,TRN,1.0,1.0,5,5,5,1.65,0.106,91.2,0,0.007496252,1.777,0,LL,POLE,1.51,1.51,1.0,4.92,4.92,1.0,172.5,172.5,1.0,"0.97428 0.22530 0.003470 0.22520 0.97345 0.041000 0.00862 0.04030 0.999152",91.1876,80.398,1.1663787e-05,0.23126,1,0.938,"NNPDF3.1 NNLO FC alphaS 106",0,1
116,2,FONLL-C,0,1,TRN,1.0,1.0,5,5,5,1.65,0.108,91.2,0,0.007496252,1.777,0,LL,POLE,1.51,1.51,1.0,4.92,4.92,1.0,172.5,172.5,1.0,"0.97428 0.22530 0.003470 0.22520 0.97345 0.041000 0.00862 0.04030 0.999152",91.1876,80.398,1.1663787e-05,0.23126,1,0.938,"NNPDF3.1 NNLO FC alphaS 108",0,1
117,2,FONLL-C,0,1,TRN,1.0,1.0,5,5,5,1.65,0.11,91.2,0,0.007496252,1.777,0,LL,POLE,1.51,1.51,1.0,4.92,4.92,1.0,172.5,172.5,1.0,"0.97428 0.22530 0.003470 0.22520 0.97345 0.041000 0.00862 0.04030 0.999152",91.1876,80.398,1.1663787e-05,0.23126,1,0.938,"NNPDF3.1 NNLO FC alphaS 110",0,1
118,1,FONLL-B,1,0,TRN,1.0,1.0,3,3,3,1.0,0.339102432438701,1.50999,0,0.007496252,1.777,0,LL,POLE,1.51,1.51,1.0,4.92,4.92,1.0,172.5,172.5,1.0,"0.97428 0.22530 0.003470 0.22520 0.97345 0.041000 0.00862 0.04030 0.999152",91.1876,80.398,1.1663787e-05,0.23126,1,0.938,"NNPDF3.1 NLO PC nf=3",0,1
119,2,FONLL-C,1,0,TRN,1.0,1.0,3,3,3,1.0,0.345483403385062,1.50999,0,0.007496252,1.777,0,LL,POLE,1.51,1.51,1.0,4.92,4.92,1.0,172.5,172.5,1.0,"0.97428 0.22530 0.003470 0.22520 0.97345 0.041000 0.00862 0.04030 0.999152",91.1876,80.398,1.1663787e-05,0.23126,1,0.938,"NNPDF3.1 NNLO PC nf=3",0,1
120,1,FONLL-B,0,1,TRN,1.0,1.0,4,4,4,1.65,0.212658401205718,4.91999,0,0.007496252,1.777,0,LL,POLE,1.51,1.51,1.0,4.92,4.92,1.0,172.5,172.5,1.0,"0.97428 0.22530 0.003470 0.22520 0.97345 0.041000 0.00862 0.04030 0.999152",91.1876,80.398,1.1663787e-05,0.23126,1,0.938,"NNPDF3.1 NLO FC nf=4",0,1
121,2,FONLL-C,0,1,TRN,1.0,1.0,4,4,4,1.65,0.213490245341906,4.91999,0,0.007496252,1.777,0,LL,POLE,1.51,1.51,1.0,4.92,4.92,1.0,172.5,172.5,1.0,"0.97428 0.22530 0.003470 0.22520 0.97345 0.041000 0.00862 0.04030 0.999152",91.1876,80.398,1.1663787e-05,0.23126,1,0.938,"NNPDF3.1 NNLO FC nf=4",0,1
122,1,FONLL-B,1,0,TRN,1.0,1.0,4,4,4,1.0,0.212658401205718,4.91999,0,0.007496252,1.777,0,LL,POLE,1.51,1.51,1.0,4.92,4.92,1.0,172.5,172.5,1.0,"0.97428 0.22530 0.003470 0.22520 0.97345 0.041000 0.00862 0.04030 0.999152",91.1876,80.398,1.1663787e-05,0.23126,1,0.938,"NNPDF3.1 NLO PC nf=4",0,1
123,2,FONLL-C,1,0,TRN,1.0,1.0,4,4,4,1.0,0.213490245341906,4.91999,0,0.007496252,1.777,0,LL,POLE,1.51,1.51,1.0,4.92,4.92,1.0,172.5,172.5,1.0,"0.97428 0.22530 0.003470 0.22520 0.97345 0.041000 0.00862 0.04030 0.999152",91.1876,80.398,1.1663787e-05,0.23126,1,0.938,"NNPDF3.1 NNLO PC nf=4",0,1
124,1,FONLL-B,0,1,TRN,1.0,1.0,6,6,6,1.65,0.118,91.2,0,0.007496252,1.777,0,LL,POLE,1.51,1.51,1.0,4.92,4.92,1.0,172.5,172.5,1.0,"0.97428 0.22530 0.003470 0.22520 0.97345 0.041000 0.00862 0.04030 0.999152",91.1876,80.398,1.1663787e-05,0.23126,1,0.938,"NNPDF3.1 NLO FC nf=6",0,1
125,2,FONLL-C,0,1,TRN,1.0,1.0,6,6,6,1.65,0.118,91.2,0,0.007496252,1.777,0,LL,POLE,1.51,1.51,1.0,4.92,4.92,1.0,172.5,172.5,1.0,"0.97428 0.22530 0.003470 0.22520 0.97345 0.041000 0.00862 0.04030 0.999152",91.1876,80.398,1.1663787e-05,0.23126,1,0.938,"NNPDF3.1 NNLO FC nf=6",0,1
126,1,FONLL-B,1,0,TRN,1.0,1.0,6,6,6,1.0,0.118,91.2,0,0.007496252,1.777,0,LL,POLE,1.51,1.51,1.0,4.92,4.92,1.0,172.5,172.5,1.0,"0.97428 0.22530 0.003470 0.22520 0.97345 0.041000 0.00862 0.04030 0.999152",91.1876,80.398,1.1663787e-05,0.23126,1,0.938,"NNPDF3.1 NLO PC nf=6",0,1
127,2,FONLL-C,1,0,TRN,1.0,1.0,6,6,6,1.0,0.118,91.2,0,0.007496252,1.777,0,LL,POLE,1.51,1.51,1.0,4.92,4.92,1.0,172.5,172.5,1.0,"0.97428 0.22530 0.003470 0.22520 0.97345 0.041000 0.00862 0.04030 0.999152",91.1876,80.398,1.1663787e-05,0.23126,1,0.938,"NNPDF3.1 NNLO PC nf=6",0,1
128,1,FONLL-B,1,0,EXA,1.0,1.0,5,5,5,1.64,0.118,91.2,0,0.007496252,1.777,0,LL,POLE,1.51,1.51,1.0,4.92,4.92,1.0,172.5,172.5,1.0,"0.97428 0.22530 0.003470 0.22520 0.97345 0.041000 0.00862 0.04030 0.999152",91.1876,80.398,1.1663787e-05,0.23126,1,0.938,"NLO baseline for small-x, FC, damp ON",0,1
129,1,FONLL-B,1,0,EXA,1.0,1.0,5,5,5,1.64,0.118,91.2,0,0.007496252,1.777,1,NLL,POLE,1.51,1.51,1.0,4.92,4.92,1.0,172.5,172.5,1.0,"0.97428 0.22530 0.003470 0.22520 0.97345 0.041000 0.00862 0.04030 0.999152",91.1876,80.398,1.1663787e-05,0.23126,1,0.938,"NLO+NLL small-x, FC, damp ON",0,1
130,2,FONLL-C,1,0,EXA,1.0,1.0,5,5,5,1.64,0.118,91.2,0,0.007496252,1.777,0,LL,POLE,1.51,1.51,1.0,4.92,4.92,1.0,172.5,172.5,1.0,"0.97428 0.22530 0.003470 0.22520 0.97345 0.041000 0.00862 0.04030 0.999152",91.1876,80.398,1.1663787e-05,0.23126,1,0.938,"NNLO baseline for small-x, FC, damp ON",0,1
131,2,FONLL-C,1,0,EXA,1.0,1.0,5,5,5,1.64,0.118,91.2,0,0.007496252,1.777,1,NLL,POLE,1.51,1.51,1.0,4.92,4.92,1.0,172.5,172.5,1.0,"0.97428 0.22530 0.003470 0.22520 0.97345 0.041000 0.00862 0.04030 0.999152",91.1876,80.398,1.1663787e-05,0.23126,1,0.938,"NNLO+NLL small-x, FC, damp ON",0,1
132,1,FONLL-B,0,1,TRN,1.0,1.0,5,5,5,1.65,0.118,91.2,1,0.00749226423717512,1.777,0,LL,POLE,1.51,1.51,1.0,4.92,4.92,1.0,172.5,172.5,1.0,"0.97428 0.22530 0.003470 0.22520 0.97345 0.041000 0.00862 0.04030 0.999152",91.1876,80.398,1.1663787e-05,0.23126,1,0.938,"NNPDF3.1 QED NLO central",0,1
133,2,FONLL-C,0,1,TRN,1.0,1.0,5,5,5,1.65,0.118,91.2,1,0.007778240462411,91.2,0,LL,POLE,1.51,1.51,1.0,4.92,4.92,1.0,172.5,172.5,1.0,"0.97428 0.22530 0.003470 0.22520 0.97345 0.041000 0.00862 0.04030 0.999152",91.1876,80.398,1.1663787e-05,0.23126,1,0.938,"NNPDF3.1 QED NNLO central",0,1
134,2,FONLL-C,0,1,TRN,1.0,1.0,5,5,5,1.65,0.127,91.2,0,0.007496252,1.777,0,LL,POLE,1.51,1.51,1.0,4.92,4.92,1.0,172.5,172.5,1.0,"0.97428 0.22530 0.003470 0.22520 0.97345 0.041000 0.00862 0.04030 0.999152",91.1876,80.398,1.1663787e-05,0.23126,1,0.938,"NNPDF3.1 NNLO FC alphaS 127",0,1
135,2,FONLL-C,0,1,TRN,1.0,1.0,5,5,5,1.65,0.13,91.2,0,0.007496252,1.777,0,LL,POLE,1.51,1.51,1.0,4.92,4.92,1.0,172.5,172.5,1.0,"0.97428 0.22530 0.003470 0.22520 0.97345 0.041000 0.00862 0.04030 0.999152",91.1876,80.398,1.1663787e-05,0.23126,1,0.938,"NNPDF3.1 NNLO FC alphaS 130",0,1
